Indexer Initialized. Flattened 840 sets into vectors of size 2520

Building Static Game Trees in RAM...
Started Fast CFR Training (1000000 games)...
....................................................................................................Time:  0.381462 seconds
Speed: 2.6215e+06 games/sec

Training Complete.

=== LEARNED STRATEGY (Vector Based) ===
Info Set (Card:Hist)     Fold           Call/Check     Bet/Raise      
K:Q:rrrrc                0.000          0.554          0.446          
K:Q:rrrrcc               0.000          0.632          0.368          
K:Q:rrrrccr              0.000          0.989          0.011          
K:Q:rrrrccrr             0.000          0.700          0.300          
K:Q:rrrrccrrr            0.000          0.500          0.500          
K:Q:rrrrccrrrr           0.000          1.000          0.000          
K:Q:rrrrcr               0.000          0.933          0.067          
K:Q:rrrrcrr              0.000          0.983          0.017          
K:Q:rrrrcrrr             0.000          0.000          0.999          
K:Q:rrrrcrrrr            0.099          0.901          0.000          
Q:*:                     0.000          0.696          0.304          
Q:*:c                    0.000          0.528          0.472          
Q:*:cr                   0.000          0.907          0.093          
Q:*:crr                  0.000          0.987          0.013          
Q:*:crrr                 0.000          0.993          0.007          
Q:*:crrrr                0.001          0.999          0.000          
Q:*:r                    0.000          0.920          0.080          
Q:*:rr                   0.000          0.998          0.002          
Q:*:rrr                  0.000          0.998          0.001          
Q:*:rrrr                 0.012          0.988          0.000          
Q:J:cc                   0.001          0.914          0.085          
Q:J:ccc                  0.000          0.614          0.386          
Q:J:cccr                 1.000          0.000          0.000          
Q:J:cccrr                1.000          0.000          0.000          
Q:J:cccrrr               0.000          0.000          1.000          
Q:J:cccrrrr              0.333          0.333          0.333          
Q:J:ccr                  0.998          0.002          0.000          
Q:J:ccrr                 1.000          0.000          0.000          
Q:J:ccrrr                0.000          0.000          1.000          
Q:J:ccrrrr               0.333          0.333          0.333          
Q:J:crc                  0.004          0.596          0.400          
Q:J:crcc                 0.002          0.071          0.927          
Q:J:crccr                0.798          0.148          0.053          
Q:J:crccrr               0.997          0.002          0.000          
Q:J:crccrrr              1.000          0.000          0.000          
Q:J:crccrrrr             0.500          0.500          0.000          
Q:J:crcr                 0.998          0.001          0.000          
Q:J:crcrr                1.000          0.000          0.000          
Q:J:crcrrr               0.333          0.333          0.333          
Q:J:crcrrrr              0.333          0.333          0.333          
Q:J:crrc                 0.000          0.689          0.310          
Q:J:crrcc                0.009          0.957          0.034          
Q:J:crrccr               0.993          0.002          0.005          
Q:J:crrccrr              0.482          0.516          0.001          
Q:J:crrccrrr             0.833          0.083          0.083          
Q:J:crrccrrrr            0.333          0.333          0.333          
Q:J:crrcr                0.750          0.034          0.215          
Q:J:crrcrr               0.985          0.000          0.015          
Q:J:crrcrrr              0.988          0.005          0.007          
Q:J:crrcrrrr             0.800          0.200          0.000          
Q:J:crrrc                0.000          1.000          0.000          
Q:J:crrrcc               0.013          0.123          0.864          
Q:J:crrrccr              0.986          0.012          0.001          
Q:J:crrrccrr             0.937          0.052          0.011          
Q:J:crrrccrrr            0.000          0.500          0.500          
Q:J:crrrccrrrr           0.500          0.500          0.000          
Q:J:crrrcr               0.937          0.031          0.031          
Q:J:crrrcrr              0.333          0.333          0.333          
Q:J:crrrcrrr             0.333          0.333          0.333          
Q:J:crrrcrrrr            0.333          0.333          0.333          
Q:J:crrrrc               0.022          0.436          0.543          
Q:J:crrrrcc              0.004          0.991          0.005          
Q:J:crrrrccr             0.210          0.152          0.638          
Q:J:crrrrccrr            0.417          0.333          0.250          
Q:J:crrrrccrrr           0.048          0.048          0.905          
Q:J:crrrrccrrrr          0.333          0.333          0.333          
Q:J:crrrrcr              0.902          0.065          0.033          
Q:J:crrrrcrr             0.000          0.626          0.374          
Q:J:crrrrcrrr            0.048          0.048          0.905          
Q:J:crrrrcrrrr           0.056          0.944          0.000          
Q:J:rc                   0.004          0.935          0.060          
Q:J:rcc                  0.000          0.876          0.124          
Q:J:rccr                 1.000          0.000          0.000          
Q:J:rccrr                0.998          0.000          0.001          
Q:J:rccrrr               0.333          0.333          0.333          
Q:J:rccrrrr              0.500          0.500          0.000          
Q:J:rcr                  0.990          0.007          0.003          
Q:J:rcrr                 0.994          0.000          0.005          
Q:J:rcrrr                0.995          0.003          0.002          
Q:J:rcrrrr               0.500          0.500          0.000          
Q:J:rrc                  0.000          0.937          0.063          
Q:J:rrcc                 0.000          0.025          0.974          
Q:J:rrccr                0.897          0.021          0.082          
Q:J:rrccrr               0.697          0.303          0.000          
Q:J:rrccrrr              0.989          0.003          0.008          
Q:J:rrccrrrr             0.833          0.167          0.000          
Q:J:rrcr                 0.909          0.016          0.075          
Q:J:rrcrr                0.995          0.000          0.004          
Q:J:rrcrrr               0.979          0.013          0.008          
Q:J:rrcrrrr              1.000          0.000          0.000          
Q:J:rrrc                 0.178          0.292          0.530          
Q:J:rrrcc                0.000          0.985          0.014          
Q:J:rrrccr               0.222          0.778          0.000          
Q:J:rrrccrr              0.901          0.050          0.048          
Q:J:rrrccrrr             0.333          0.333          0.333          
Q:J:rrrccrrrr            0.500          0.500          0.000          
Q:J:rrrcr                0.775          0.099          0.126          
Q:J:rrrcrr               0.917          0.017          0.067          
Q:J:rrrcrrr              0.016          0.009          0.975          
Q:J:rrrcrrrr             0.500          0.500          0.000          
Q:J:rrrrc                0.000          1.000          0.000          
Q:J:rrrrcc               0.083          0.458          0.458          
Q:J:rrrrccr              0.619          0.008          0.373          
Q:J:rrrrccrr             0.333          0.333          0.333          
Q:J:rrrrccrrr            0.000          0.000          1.000          
Q:J:rrrrccrrrr           0.500          0.500          0.000          
Q:J:rrrrcr               0.583          0.208          0.208          
Q:J:rrrrcrr              0.333          0.333          0.333          
Q:J:rrrrcrrr             0.333          0.333          0.333          
Q:J:rrrrcrrrr            0.333          0.333          0.333          
Q:K:cc                   0.000          0.852          0.147          
Q:K:ccc                  0.000          0.650          0.350          
Q:K:cccr                 0.006          0.994          0.000          
Q:K:cccrr                0.888          0.111          0.001          
Q:K:cccrrr               0.222          0.389          0.389          
Q:K:cccrrrr              0.000          1.000          0.000          
Q:K:ccr                  0.162          0.838          0.000          
Q:K:ccrr                 0.990          0.009          0.000          
Q:K:ccrrr                0.000          0.000          1.000          
Q:K:ccrrrr               0.500          0.500          0.000          
Q:K:crc                  0.000          1.000          0.000          
Q:K:crcc                 0.000          0.981          0.019          
Q:K:crccr                0.000          0.999          0.000          
Q:K:crccrr               0.216          0.784          0.000          
Q:K:crccrrr              0.333          0.333          0.333          
Q:K:crccrrrr             0.333          0.333          0.333          
Q:K:crcr                 0.170          0.829          0.000          
Q:K:crcrr                0.333          0.333          0.333          
Q:K:crcrrr               0.333          0.333          0.333          
Q:K:crcrrrr              0.333          0.333          0.333          
Q:K:crrc                 0.000          0.006          0.993          
Q:K:crrcc                0.000          0.999          0.001          
Q:K:crrccr               0.032          0.014          0.954          
Q:K:crrccrr              0.088          0.824          0.088          
Q:K:crrccrrr             0.222          0.284          0.494          
Q:K:crrccrrrr            0.500          0.500          0.000          
Q:K:crrcr                0.359          0.641          0.000          
Q:K:crrcrr               0.974          0.023          0.003          
Q:K:crrcrrr              0.000          0.000          1.000          
Q:K:crrcrrrr             0.000          1.000          0.000          
Q:K:crrrc                0.000          1.000          0.000          
Q:K:crrrcc               0.004          0.052          0.944          
Q:K:crrrccr              0.998          0.000          0.002          
Q:K:crrrccrr             0.909          0.087          0.004          
Q:K:crrrccrrr            0.259          0.259          0.481          
Q:K:crrrccrrrr           0.500          0.500          0.000          
Q:K:crrrcr               0.873          0.110          0.017          
Q:K:crrrcrr              0.333          0.333          0.333          
Q:K:crrrcrrr             0.333          0.333          0.333          
Q:K:crrrcrrrr            0.333          0.333          0.333          
Q:K:crrrrc               0.010          0.488          0.502          
Q:K:crrrrcc              0.007          0.951          0.041          
Q:K:crrrrccr             0.000          0.867          0.133          
Q:K:crrrrccrr            0.078          0.260          0.661          
Q:K:crrrrccrrr           0.000          0.000          1.000          
Q:K:crrrrccrrrr          0.091          0.909          0.000          
Q:K:crrrrcr              0.801          0.136          0.063          
Q:K:crrrrcrr             0.000          0.438          0.562          
Q:K:crrrrcrrr            0.333          0.333          0.333          
Q:K:crrrrcrrrr           0.000          1.000          0.000          
Q:K:rc                   0.000          0.389          0.611          
Q:K:rcc                  0.000          0.612          0.388          
Q:K:rccr                 0.056          0.943          0.000          
Q:K:rccrr                0.895          0.105          0.000          
Q:K:rccrrr               0.333          0.333          0.333          
Q:K:rccrrrr              0.000          1.000          0.000          
Q:K:rcr                  0.095          0.905          0.000          
Q:K:rcrr                 1.000          0.000          0.000          
Q:K:rcrrr                0.333          0.333          0.333          
Q:K:rcrrrr               0.333          0.333          0.333          
Q:K:rrc                  0.000          0.998          0.002          
Q:K:rrcc                 0.002          0.029          0.969          
Q:K:rrccr                0.572          0.428          0.000          
Q:K:rrccrr               0.904          0.094          0.002          
Q:K:rrccrrr              0.000          0.184          0.816          
Q:K:rrccrrrr             0.500          0.500          0.000          
Q:K:rrcr                 0.003          0.996          0.000          
Q:K:rrcrr                0.165          0.835          0.000          
Q:K:rrcrrr               0.222          0.222          0.556          
Q:K:rrcrrrr              0.333          0.333          0.333          
Q:K:rrrc                 0.000          0.220          0.780          
Q:K:rrrcc                0.000          0.999          0.000          
Q:K:rrrccr               0.000          0.215          0.785          
Q:K:rrrccrr              0.333          0.333          0.333          
Q:K:rrrccrrr             0.083          0.083          0.833          
Q:K:rrrccrrrr            0.500          0.500          0.000          
Q:K:rrrcr                0.975          0.025          0.000          
Q:K:rrrcrr               0.029          0.942          0.029          
Q:K:rrrcrrr              0.333          0.333          0.333          
Q:K:rrrcrrrr             0.333          0.333          0.333          
Q:K:rrrrc                0.329          0.392          0.279          
Q:K:rrrrcc               0.000          0.890          0.110          
Q:K:rrrrccr              0.025          0.205          0.770          
Q:K:rrrrccrr             0.333          0.333          0.333          
Q:K:rrrrccrrr            0.000          0.050          0.950          
Q:K:rrrrccrrrr           0.333          0.333          0.333          
Q:K:rrrrcr               0.750          0.125          0.125          
Q:K:rrrrcrr              0.000          0.826          0.174          
Q:K:rrrrcrrr             0.333          0.333          0.333          
Q:K:rrrrcrrrr            0.000          1.000          0.000          
Q:Q:cc                   0.000          0.613          0.387          
Q:Q:ccc                  0.000          0.000          1.000          
Q:Q:cccr                 0.000          0.000          1.000          
Q:Q:cccrr                0.000          0.000          1.000          
Q:Q:cccrrr               0.000          0.000          1.000          
Q:Q:cccrrrr              0.000          1.000          0.000          
Q:Q:ccr                  0.000          0.000          1.000          
Q:Q:ccrr                 0.000          0.000          1.000          
Q:Q:ccrrr                0.000          0.500          0.500          
Q:Q:ccrrrr               0.000          1.000          0.000          
Q:Q:crc                  0.000          0.013          0.987          
Q:Q:crcc                 0.000          0.000          1.000          
Q:Q:crccr                0.000          0.000          1.000          
Q:Q:crccrr               0.000          0.000          0.999          
Q:Q:crccrrr              0.000          0.038          0.962          
Q:Q:crccrrrr             0.000          1.000          0.000          
Q:Q:crcr                 0.000          0.000          1.000          
Q:Q:crcrr                0.000          0.000          1.000          
Q:Q:crcrrr               0.000          0.500          0.500          
Q:Q:crcrrrr              0.000          1.000          0.000          
Q:Q:crrc                 0.000          0.153          0.847          
Q:Q:crrcc                0.000          0.000          1.000          
Q:Q:crrccr               0.001          0.001          0.997          
Q:Q:crrccrr              0.000          0.000          1.000          
Q:Q:crrccrrr             0.000          0.000          1.000          
Q:Q:crrccrrrr            0.000          1.000          0.000          
Q:Q:crrcr                0.000          0.000          1.000          
Q:Q:crrcrr               0.000          0.000          1.000          
Q:Q:crrcrrr              0.000          0.000          1.000          
Q:Q:crrcrrrr             0.000          1.000          0.000          
Q:Q:crrrc                0.000          0.159          0.841          
Q:Q:crrrcc               0.001          0.089          0.910          
Q:Q:crrrccr              0.000          0.000          0.999          
Q:Q:crrrccrr             0.015          0.077          0.908          
Q:Q:crrrccrrr            0.000          0.000          1.000          
Q:Q:crrrccrrrr           0.006          0.994          0.000          
Q:Q:crrrcr               0.018          0.018          0.964          
Q:Q:crrrcrr              0.000          0.002          0.998          
Q:Q:crrrcrrr             0.008          0.008          0.984          
Q:Q:crrrcrrrr            0.000          1.000          0.000          
Q:Q:crrrrc               0.100          0.665          0.235          
Q:Q:crrrrcc              0.012          0.021          0.967          
Q:Q:crrrrccr             0.179          0.179          0.641          
Q:Q:crrrrccrr            0.011          0.011          0.978          
Q:Q:crrrrccrrr           0.048          0.048          0.905          
Q:Q:crrrrccrrrr          0.007          0.993          0.000          
Q:Q:crrrrcr              0.006          0.008          0.986          
Q:Q:crrrrcrr             0.133          0.133          0.733          
Q:Q:crrrrcrrr            0.002          0.003          0.994          
Q:Q:crrrrcrrrr           0.000          1.000          0.000          
Q:Q:rc                   0.000          0.447          0.553          
Q:Q:rcc                  0.000          0.000          1.000          
Q:Q:rccr                 0.000          0.000          1.000          
Q:Q:rccrr                0.000          0.500          0.500          
Q:Q:rccrrr               0.000          0.000          1.000          
Q:Q:rccrrrr              0.500          0.500          0.000          
Q:Q:rcr                  0.000          0.000          1.000          
Q:Q:rcrr                 0.000          0.000          1.000          
Q:Q:rcrrr                0.333          0.333          0.333          
Q:Q:rcrrrr               0.000          1.000          0.000          
Q:Q:rrc                  0.000          0.010          0.990          
Q:Q:rrcc                 0.000          0.003          0.997          
Q:Q:rrccr                0.000          0.004          0.996          
Q:Q:rrccrr               0.000          0.625          0.375          
Q:Q:rrccrrr              0.000          0.000          1.000          
Q:Q:rrccrrrr             0.002          0.998          0.000          
Q:Q:rrcr                 0.000          0.000          1.000          
Q:Q:rrcrr                0.000          0.000          1.000          
Q:Q:rrcrrr               0.000          0.000          1.000          
Q:Q:rrcrrrr              0.000          1.000          0.000          
Q:Q:rrrc                 0.000          0.590          0.410          
Q:Q:rrrcc                0.001          0.002          0.997          
Q:Q:rrrccr               0.000          0.000          1.000          
Q:Q:rrrccrr              0.000          0.024          0.975          
Q:Q:rrrccrrr             0.000          0.239          0.761          
Q:Q:rrrccrrrr            0.000          1.000          0.000          
Q:Q:rrrcr                0.000          0.000          0.999          
Q:Q:rrrcrr               0.000          0.450          0.550          
Q:Q:rrrcrrr              0.000          0.000          1.000          
Q:Q:rrrcrrrr             0.125          0.875          0.000          
Q:Q:rrrrc                0.000          0.235          0.765          
Q:Q:rrrrcc               0.095          0.095          0.810          
Q:Q:rrrrccr              0.000          0.000          1.000          
Q:Q:rrrrccrr             0.000          0.000          1.000          
Q:Q:rrrrccrrr            0.000          0.000          1.000          
Q:Q:rrrrccrrrr           0.000          1.000          0.000          
Q:Q:rrrrcr               0.000          0.120          0.880          
Q:Q:rrrrcrr              0.000          0.000          0.999          
Q:Q:rrrrcrrr             0.000          0.000          1.000          
Q:Q:rrrrcrrrr            0.154          0.846          0.000          
