Indexer Initialized. Flattened 840 sets into vectors of size 2520

Building Static Game Trees in RAM...
Detected 10 CPU Cores.
Starting multithreaded CFR Training (10000000 games total)...

Time:  1.02184 seconds
Speed: 9.78626e+06 games/sec

Training Complete.

=== LEARNED STRATEGY (Vector Based) ===
Info Set (Card:Hist)     Fold           Call/Check     Bet/Raise      
K:Q:rrrccrrr             0.285          0.277          0.438          
K:Q:rrrccrrrr            0.657          0.343          0.000          
K:Q:rrrcr                0.009          0.907          0.084          
K:Q:rrrcrr               0.178          0.733          0.089          
K:Q:rrrcrrr              0.143          0.806          0.051          
K:Q:rrrcrrrr             0.140          0.860          0.000          
K:Q:rrrrc                0.000          0.840          0.160          
K:Q:rrrrcc               0.000          0.866          0.134          
K:Q:rrrrccr              0.000          0.990          0.010          
K:Q:rrrrccrr             0.000          0.824          0.176          
K:Q:rrrrccrrr            0.008          0.794          0.199          
K:Q:rrrrccrrrr           0.006          0.994          0.000          
K:Q:rrrrcr               0.000          0.997          0.003          
K:Q:rrrrcrr              0.000          0.974          0.026          
K:Q:rrrrcrrr             0.229          0.072          0.699          
K:Q:rrrrcrrrr            0.055          0.945          0.000          
Q:*:                     0.000          0.729          0.271          
Q:*:c                    0.000          0.593          0.407          
Q:*:cr                   0.000          0.975          0.025          
Q:*:crr                  0.000          0.994          0.006          
Q:*:crrr                 0.000          0.966          0.034          
Q:*:crrrr                0.003          0.997          0.000          
Q:*:r                    0.000          0.932          0.068          
Q:*:rr                   0.000          0.991          0.009          
Q:*:rrr                  0.000          0.990          0.010          
Q:*:rrrr                 0.003          0.997          0.000          
Q:J:cc                   0.000          0.928          0.071          
Q:J:ccc                  0.000          0.639          0.361          
Q:J:cccr                 1.000          0.000          0.000          
Q:J:cccrr                0.999          0.000          0.000          
Q:J:cccrrr               0.248          0.152          0.600          
Q:J:cccrrrr              0.500          0.500          0.000          
Q:J:ccr                  0.998          0.002          0.000          
Q:J:ccrr                 0.999          0.000          0.000          
Q:J:ccrrr                0.600          0.074          0.326          
Q:J:ccrrrr               0.425          0.575          0.000          
Q:J:crc                  0.023          0.673          0.304          
Q:J:crcc                 0.000          0.081          0.919          
Q:J:crccr                0.833          0.139          0.029          
Q:J:crccrr               0.999          0.001          0.000          
Q:J:crccrrr              0.994          0.001          0.005          
Q:J:crccrrrr             0.588          0.412          0.000          
Q:J:crcr                 0.998          0.001          0.000          
Q:J:crcrr                1.000          0.000          0.000          
Q:J:crcrrr               0.459          0.245          0.296          
Q:J:crcrrrr              0.778          0.222          0.000          
Q:J:crrc                 0.013          0.547          0.439          
Q:J:crrcc                0.003          0.980          0.017          
Q:J:crrccr               0.735          0.014          0.251          
Q:J:crrccrr              0.952          0.036          0.012          
Q:J:crrccrrr             0.975          0.009          0.016          
Q:J:crrccrrrr            0.588          0.412          0.000          
Q:J:crrcr                0.886          0.058          0.056          
Q:J:crrcrr               0.988          0.009          0.003          
Q:J:crrcrrr              0.991          0.003          0.006          
Q:J:crrcrrrr             0.500          0.500          0.000          
Q:J:crrrc                0.008          0.951          0.041          
Q:J:crrrcc               0.055          0.427          0.518          
Q:J:crrrccr              0.868          0.115          0.017          
Q:J:crrrccrr             0.759          0.198          0.043          
Q:J:crrrccrrr            0.738          0.041          0.221          
Q:J:crrrccrrrr           0.500          0.500          0.000          
Q:J:crrrcr               0.626          0.311          0.062          
Q:J:crrrcrr              0.910          0.015          0.076          
Q:J:crrrcrrr             0.436          0.275          0.288          
Q:J:crrrcrrrr            0.328          0.672          0.000          
Q:J:crrrrc               0.010          0.754          0.237          
Q:J:crrrrcc              0.055          0.779          0.167          
Q:J:crrrrccr             0.505          0.308          0.188          
Q:J:crrrrccrr            0.362          0.365          0.273          
Q:J:crrrrccrrr           0.111          0.074          0.815          
Q:J:crrrrccrrrr          0.734          0.266          0.000          
Q:J:crrrrcr              0.620          0.250          0.130          
Q:J:crrrrcrr             0.703          0.097          0.201          
Q:J:crrrrcrrr            0.477          0.074          0.449          
Q:J:crrrrcrrrr           0.722          0.278          0.000          
Q:J:rc                   0.000          0.926          0.073          
Q:J:rcc                  0.000          0.856          0.144          
Q:J:rccr                 0.999          0.000          0.000          
Q:J:rccrr                0.999          0.000          0.000          
Q:J:rccrrr               0.711          0.063          0.226          
Q:J:rccrrrr              0.346          0.654          0.000          
Q:J:rcr                  0.989          0.006          0.005          
Q:J:rcrr                 0.998          0.000          0.001          
Q:J:rcrrr                0.987          0.005          0.008          
Q:J:rcrrrr               0.906          0.094          0.000          
Q:J:rrc                  0.103          0.828          0.068          
Q:J:rrcc                 0.003          0.100          0.897          
Q:J:rrccr                0.778          0.161          0.062          
Q:J:rrccrr               0.891          0.083          0.026          
Q:J:rrccrrr              0.997          0.000          0.003          
Q:J:rrccrrrr             0.984          0.016          0.000          
Q:J:rrcr                 0.827          0.026          0.147          
Q:J:rrcrr                0.990          0.007          0.003          
Q:J:rrcrrr               0.992          0.004          0.004          
Q:J:rrcrrrr              0.794          0.206          0.000          
Q:J:rrrc                 0.032          0.837          0.131          
Q:J:rrrcc                0.013          0.973          0.015          
Q:J:rrrccr               0.915          0.039          0.045          
Q:J:rrrccrr              0.890          0.085          0.025          
Q:J:rrrccrrr             0.399          0.174          0.427          
Q:J:rrrccrrrr            0.529          0.471          0.000          
Q:J:rrrcr                0.860          0.112          0.028          
Q:J:rrrcrr               0.812          0.120          0.069          
Q:J:rrrcrrr              0.777          0.037          0.187          
Q:J:rrrcrrrr             0.429          0.571          0.000          
Q:J:rrrrc                0.056          0.806          0.138          
Q:J:rrrrcc               0.105          0.659          0.235          
Q:J:rrrrccr              0.763          0.146          0.090          
Q:J:rrrrccrr             0.423          0.301          0.276          
Q:J:rrrrccrrr            0.370          0.180          0.449          
Q:J:rrrrccrrrr           0.328          0.672          0.000          
Q:J:rrrrcr               0.390          0.365          0.245          
Q:J:rrrrcrr              0.521          0.339          0.140          
Q:J:rrrrcrrr             0.638          0.104          0.258          
Q:J:rrrrcrrrr            0.635          0.365          0.000          
Q:K:cc                   0.000          0.856          0.144          
Q:K:ccc                  0.000          0.716          0.284          
Q:K:cccr                 0.034          0.966          0.000          
Q:K:cccrr                0.844          0.155          0.001          
Q:K:cccrrr               0.015          0.347          0.638          
Q:K:cccrrrr              0.224          0.776          0.000          
Q:K:ccr                  0.175          0.825          0.000          
Q:K:ccrr                 0.992          0.007          0.000          
Q:K:ccrrr                0.214          0.221          0.566          
Q:K:ccrrrr               0.518          0.482          0.000          
Q:K:crc                  0.000          0.999          0.000          
Q:K:crcc                 0.000          0.980          0.020          
Q:K:crccr                0.002          0.998          0.000          
Q:K:crccrr               0.586          0.369          0.045          
Q:K:crccrrr              0.159          0.161          0.680          
Q:K:crccrrrr             0.333          0.667          0.000          
Q:K:crcr                 0.203          0.794          0.003          
Q:K:crcrr                0.758          0.137          0.105          
Q:K:crcrrr               0.360          0.295          0.345          
Q:K:crcrrrr              0.167          0.833          0.000          
Q:K:crrc                 0.002          0.074          0.924          
Q:K:crrcc                0.000          0.973          0.027          
Q:K:crrccr               0.385          0.534          0.081          
Q:K:crrccrr              0.946          0.042          0.012          
Q:K:crrccrrr             0.113          0.139          0.748          
Q:K:crrccrrrr            0.250          0.750          0.000          
Q:K:crrcr                0.370          0.630          0.000          
Q:K:crrcrr               0.963          0.030          0.007          
Q:K:crrcrrr              0.098          0.348          0.554          
Q:K:crrcrrrr             0.442          0.558          0.000          
Q:K:crrrc                0.000          0.993          0.007          
Q:K:crrrcc               0.016          0.473          0.511          
Q:K:crrrccr              0.975          0.020          0.005          
Q:K:crrrccrr             0.599          0.223          0.178          
Q:K:crrrccrrr            0.152          0.018          0.830          
Q:K:crrrccrrrr           0.203          0.797          0.000          
Q:K:crrrcr               0.469          0.412          0.119          
Q:K:crrrcrr              0.184          0.510          0.305          
Q:K:crrrcrrr             0.159          0.236          0.604          
Q:K:crrrcrrrr            0.764          0.236          0.000          
Q:K:crrrrc               0.080          0.757          0.163          
Q:K:crrrrcc              0.004          0.837          0.159          
Q:K:crrrrccr             0.410          0.306          0.284          
Q:K:crrrrccrr            0.033          0.386          0.582          
Q:K:crrrrccrrr           0.219          0.172          0.609          
Q:K:crrrrccrrrr          0.028          0.972          0.000          
Q:K:crrrrcr              0.486          0.421          0.093          
Q:K:crrrrcrr             0.386          0.190          0.424          
Q:K:crrrrcrrr            0.096          0.319          0.585          
Q:K:crrrrcrrrr           0.531          0.469          0.000          
Q:K:rc                   0.000          0.320          0.680          
Q:K:rcc                  0.000          0.580          0.419          
Q:K:rccr                 0.073          0.924          0.002          
Q:K:rccrr                0.839          0.160          0.000          
Q:K:rccrrr               0.306          0.139          0.555          
Q:K:rccrrrr              0.262          0.738          0.000          
Q:K:rcr                  0.107          0.893          0.000          
Q:K:rcrr                 0.997          0.002          0.000          
Q:K:rcrrr                0.216          0.316          0.468          
Q:K:rcrrrr               0.258          0.742          0.000          
Q:K:rrc                  0.119          0.874          0.007          
Q:K:rrcc                 0.001          0.022          0.977          
Q:K:rrccr                0.615          0.385          0.000          
Q:K:rrccrr               0.986          0.013          0.001          
Q:K:rrccrrr              0.120          0.046          0.834          
Q:K:rrccrrrr             0.257          0.743          0.000          
Q:K:rrcr                 0.166          0.797          0.036          
Q:K:rrcrr                0.931          0.043          0.026          
Q:K:rrcrrr               0.894          0.022          0.083          
Q:K:rrcrrrr              0.734          0.266          0.000          
Q:K:rrrc                 0.019          0.443          0.538          
Q:K:rrrcc                0.000          0.992          0.007          
Q:K:rrrccr               0.563          0.265          0.172          
Q:K:rrrccrr              0.207          0.628          0.165          
Q:K:rrrccrrr             0.156          0.411          0.434          
Q:K:rrrccrrrr            0.252          0.748          0.000          
Q:K:rrrcr                0.985          0.011          0.004          
Q:K:rrrcrr               0.850          0.070          0.080          
Q:K:rrrcrrr              0.468          0.094          0.438          
Q:K:rrrcrrrr             0.161          0.839          0.000          
Q:K:rrrrc                0.015          0.832          0.153          
Q:K:rrrrcc               0.046          0.542          0.412          
Q:K:rrrrccr              0.800          0.147          0.053          
Q:K:rrrrccrr             0.332          0.264          0.404          
Q:K:rrrrccrrr            0.239          0.256          0.506          
Q:K:rrrrccrrrr           0.391          0.609          0.000          
Q:K:rrrrcr               0.193          0.479          0.329          
Q:K:rrrrcrr              0.233          0.434          0.333          
Q:K:rrrrcrrr             0.111          0.269          0.619          
Q:K:rrrrcrrrr            0.141          0.859          0.000          
Q:Q:cc                   0.000          0.477          0.523          
Q:Q:ccc                  0.000          0.000          1.000          
Q:Q:cccr                 0.000          0.000          1.000          
Q:Q:cccrr                0.000          0.199          0.801          
Q:Q:cccrrr               0.108          0.171          0.721          
Q:Q:cccrrrr              0.000          1.000          0.000          
Q:Q:ccr                  0.000          0.062          0.938          
Q:Q:ccrr                 0.000          0.037          0.963          
Q:Q:ccrrr                0.017          0.104          0.879          
Q:Q:ccrrrr               0.059          0.941          0.000          
Q:Q:crc                  0.000          0.009          0.991          
Q:Q:crcc                 0.000          0.000          1.000          
Q:Q:crccr                0.000          0.000          0.999          
Q:Q:crccrr               0.000          0.000          0.999          
Q:Q:crccrrr              0.000          0.007          0.993          
Q:Q:crccrrrr             0.000          1.000          0.000          
Q:Q:crcr                 0.000          0.070          0.930          
Q:Q:crcrr                0.000          0.000          1.000          
Q:Q:crcrrr               0.090          0.264          0.646          
Q:Q:crcrrrr              0.000          1.000          0.000          
Q:Q:crrc                 0.000          0.501          0.499          
Q:Q:crrcc                0.000          0.000          1.000          
Q:Q:crrccr               0.000          0.001          0.998          
Q:Q:crrccrr              0.000          0.097          0.903          
Q:Q:crrccrrr             0.000          0.071          0.928          
Q:Q:crrccrrrr            0.002          0.998          0.000          
Q:Q:crrcr                0.000          0.000          1.000          
Q:Q:crrcrr               0.000          0.036          0.964          
Q:Q:crrcrrr              0.000          0.104          0.896          
Q:Q:crrcrrrr             0.002          0.998          0.000          
Q:Q:crrrc                0.000          0.086          0.914          
Q:Q:crrrcc               0.012          0.074          0.914          
Q:Q:crrrccr              0.003          0.003          0.994          
Q:Q:crrrccrr             0.024          0.061          0.915          
Q:Q:crrrccrrr            0.002          0.080          0.918          
Q:Q:crrrccrrrr           0.028          0.972          0.000          
Q:Q:crrrcr               0.015          0.058          0.927          
Q:Q:crrrcrr              0.000          0.000          0.999          
Q:Q:crrrcrrr             0.020          0.128          0.852          
Q:Q:crrrcrrrr            0.000          1.000          0.000          
Q:Q:crrrrc               0.011          0.268          0.721          
Q:Q:crrrrcc              0.017          0.115          0.868          
Q:Q:crrrrccr             0.015          0.045          0.940          
Q:Q:crrrrccrr            0.010          0.074          0.915          
Q:Q:crrrrccrrr           0.000          0.037          0.963          
Q:Q:crrrrccrrrr          0.015          0.985          0.000          
Q:Q:crrrrcr              0.015          0.147          0.837          
Q:Q:crrrrcrr             0.009          0.050          0.941          
Q:Q:crrrrcrrr            0.047          0.199          0.755          
Q:Q:crrrrcrrrr           0.017          0.983          0.000          
Q:Q:rc                   0.000          0.371          0.629          
Q:Q:rcc                  0.000          0.000          1.000          
Q:Q:rccr                 0.000          0.000          1.000          
Q:Q:rccrr                0.000          0.221          0.779          
Q:Q:rccrrr               0.000          0.064          0.936          
Q:Q:rccrrrr              0.033          0.967          0.000          
Q:Q:rcr                  0.000          0.019          0.981          
Q:Q:rcrr                 0.000          0.000          1.000          
Q:Q:rcrrr                0.068          0.114          0.817          
Q:Q:rcrrrr               0.000          1.000          0.000          
Q:Q:rrc                  0.000          0.020          0.980          
Q:Q:rrcc                 0.000          0.001          0.998          
Q:Q:rrccr                0.000          0.000          1.000          
Q:Q:rrccrr               0.000          0.052          0.947          
Q:Q:rrccrrr              0.000          0.017          0.983          
Q:Q:rrccrrrr             0.001          0.999          0.000          
Q:Q:rrcr                 0.000          0.005          0.994          
Q:Q:rrcrr                0.000          0.058          0.942          
Q:Q:rrcrrr               0.001          0.366          0.633          
Q:Q:rrcrrrr              0.000          1.000          0.000          
Q:Q:rrrc                 0.008          0.401          0.591          
Q:Q:rrrcc                0.000          0.002          0.997          
Q:Q:rrrccr               0.008          0.022          0.970          
Q:Q:rrrccrr              0.000          0.112          0.888          
Q:Q:rrrccrrr             0.021          0.058          0.921          
Q:Q:rrrccrrrr            0.000          1.000          0.000          
Q:Q:rrrcr                0.000          0.000          0.999          
Q:Q:rrrcrr               0.008          0.053          0.939          
Q:Q:rrrcrrr              0.032          0.123          0.845          
Q:Q:rrrcrrrr             0.018          0.982          0.000          
Q:Q:rrrrc                0.002          0.131          0.867          
Q:Q:rrrrcc               0.031          0.228          0.741          
Q:Q:rrrrccr              0.013          0.073          0.914          
Q:Q:rrrrccrr             0.020          0.109          0.871          
Q:Q:rrrrccrrr            0.012          0.065          0.923          
Q:Q:rrrrccrrrr           0.020          0.980          0.000          
Q:Q:rrrrcr               0.026          0.059          0.915          
Q:Q:rrrrcrr              0.003          0.052          0.945          
Q:Q:rrrrcrrr             0.027          0.092          0.881          
Q:Q:rrrrcrrrr            0.012          0.988          0.000          
